Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time,Unnamed: 12,Unnamed: 13,Unnamed: 14
oocytes_trisopterus_states_5b,RandomForest,7,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': True}",0.8791,0.9036,0.0939,0.8915,0.8546,0.9288,8.85,0.07,,,
oocytes_trisopterus_states_5b,FastForest,8,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.8242,0.8695,0.1274,0.8258,0.8802,0.9074,36.82,0.68,,,
oocytes_trisopterus_states_5b,RandomForest,8,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.8571,0.8938,0.1036,0.8588,0.8811,0.9167,28.54,0.23,,,
oocytes_trisopterus_states_5b,FastForest,9,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 12}",0.8901,0.9153,0.0825,0.8948,0.9434,0.9728,4.74,0.09,,,
oocytes_trisopterus_states_5b,RandomForest,9,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.8791,0.5793,0.0913,0.8759999999999999,0.9517,0.9724,11.25,0.08,,,
oocytes_trisopterus_states_5b,FastForest,10,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.9011,0.6012,0.0724,0.8943,0.9445,0.9626,14.81,0.27,,,
oocytes_trisopterus_states_5b,RandomForest,10,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.8352,0.5486,0.1237,0.8413,0.9544,0.9363,10.94,0.08,,,
ozone,FastForest,1,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 3}",0.9724,0.5,0.5,0.9456,0.9196,0.0276,0.43,0.09,,,
ozone,RandomForest,1,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.9724,0.5,0.5,0.9456,0.9338,0.0276,59.24,0.24,,,
ozone,FastForest,2,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 3}",0.9724,0.5,0.5,0.9456,0.8944,0.0276,0.34,0.07,,,
ozone,RandomForest,2,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.9724,0.5,0.5,0.9456,0.7582,0.0276,17.66,0.09,,,
ozone,FastForest,3,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 12}",0.9724,0.5,0.5,0.9456,0.7429,0.0276,0.76,0.08,,,
ozone,RandomForest,3,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.9724,0.5,0.5,0.9456,0.7692,0.0276,57.79,0.25,,,
ozone,FastForest,4,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 3}",0.9685,0.5,0.5,0.938,0.8791,0.0315,0.33,0.06,,,
ozone,RandomForest,4,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.9685,0.5,0.5,0.938,0.9002,0.0315,53.95,0.31,,,
ozone,FastForest,5,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 3}",0.9685,0.5,0.5,0.938,0.8092,0.0315,0.38,0.07,,,
ozone,RandomForest,5,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.9685,0.5,0.5,0.938,0.8298,0.0315,17.2,0.12,,,
ozone,FastForest,6,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.9685,0.5,0.5,0.938,0.8364,0.0315,2.66,0.4,,,
ozone,RandomForest,6,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': True}",0.9685,0.5,0.5,0.938,0.8420000000000001,0.0315,17.52,0.07,,,
ozone,FastForest,7,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.9723,0.5,0.5,0.9454,0.9646,0.0277,2.72,0.34,,,
ozone,RandomForest,7,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.9723,0.5,0.5,0.9454,0.8818,0.0277,65.08,0.24,,,
ozone,FastForest,8,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 12}",0.9723,0.5,0.5,0.9454,0.8824,0.0277,0.89,0.13,,,
ozone,RandomForest,8,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.9723,0.5,0.5,0.9454,0.8693,0.0277,52.12,0.21,,,
ozone,FastForest,9,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 12}",0.9723,0.5,0.5,0.9454,0.9024,0.0277,0.77,0.06,,,
ozone,RandomForest,9,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.9723,0.5,0.5,0.9454,0.8278,0.0277,53.61,0.29,,,
ozone,FastForest,10,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 3}",0.9723,0.5,0.5,0.9454,0.8415,0.0277,0.37,0.06,,,
ozone,RandomForest,10,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.9723,0.5,0.5,0.9454,0.748,0.0277,56.52,0.22,,,
parkinsons,FastForest,1,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 12}",0.95,0.9,0.1,0.9531,0.8667,0.9375,0.33,0.2,,,
parkinsons,RandomForest,1,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.9,0.8,0.2,0.9118,0.96,0.8824,18.16,1.31,,,
parkinsons,FastForest,2,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 6}",0.8,0.7333,0.2667,0.8,0.9067,0.8511,0.17,0.17,,,
parkinsons,RandomForest,2,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': True}",0.8,0.6667,0.3333,0.7843,0.88,0.8186,1.19,0.13,,,
parkinsons,FastForest,3,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.8,0.7333,0.2667,0.8,0.92,0.8511,2.54,1.44,,,
parkinsons,RandomForest,3,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.85,0.7667,0.2333,0.8438,0.9467,0.8667,2.39,0.19,,,
parkinsons,FastForest,4,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 6}",0.95,0.9667,0.0333,0.9583,1.0,0.9833,0.55,0.45,,,
parkinsons,RandomForest,4,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.9,0.8,0.2,0.9118,0.8667,0.8824,2.16,0.21,,,
parkinsons,FastForest,5,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 3}",0.85,0.7,0.3,0.875,0.8333,0.8333,0.1,0.14,,,
parkinsons,RandomForest,5,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.9,0.8,0.2,0.9118,0.92,0.8824,18.0,1.17,,,
parkinsons,FastForest,6,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 3}",0.8947,0.75,0.25,0.9071,0.8833,0.8824,0.82,0.81,,,
parkinsons,RandomForest,6,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.8947,0.75,0.25,0.9071,0.95,0.8824,6.45,0.43,,,
parkinsons,FastForest,7,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 6}",0.8947,0.75,0.25,0.9071,0.7333,0.8824,0.18,0.14,,,
parkinsons,RandomForest,7,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.8947,0.8417,0.1583,0.8947,0.9333,0.9237,7.4,0.55,,,
parkinsons,FastForest,8,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 3}",0.7895,0.7286,0.2714,0.7895,0.8857,0.84,0.1,0.14,,,
parkinsons,RandomForest,8,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.8421,0.7643,0.2357,0.836,0.9714,0.8574,6.62,0.5,,,
parkinsons,FastForest,9,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.9474,0.9,0.1,0.9509,1.0,0.9333,2.65,1.46,,,
parkinsons,RandomForest,9,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': False}",0.8947,0.8,0.2,0.9079,0.9571,0.875,4.7,0.38,,,
parkinsons,FastForest,10,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 6}",0.8947,0.8,0.2,0.9079,0.8857,0.875,0.55,0.44,,,
parkinsons,RandomForest,10,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.7895,0.6,0.4,0.8363,0.9571,0.7778,1.09,0.13,,,
pima,FastForest,1,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.6753,0.5711,0.4289,0.6562,0.8281,0.4061,3.15,1.19,,,
pima,RandomForest,1,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.6623,0.527,0.473,0.6637,0.7559,0.3741,1.75,0.12,,,
pima,FastForest,2,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 3}",0.7922,0.7378,0.2622,0.7918,0.7644,0.5944,0.39,0.26,,,
pima,RandomForest,2,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': True}",0.7662,0.7604,0.2396,0.7768,0.7763,0.5688,1.28,0.1,,,
pima,FastForest,3,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.7922,0.7378,0.2622,0.7918,0.9044,0.5944,3.03,1.08,,,
pima,RandomForest,3,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': True}",0.7792,0.7448,0.2552,0.7752,0.8667,0.5759,4.97,0.32,,,
pima,FastForest,4,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 3}",0.7013,0.6167,0.3833,0.6892,0.7826,0.4481,1.01,0.71,,,
pima,RandomForest,4,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.6883,0.6578,0.3422,0.6883,0.7711,0.4645,1.09,0.13,,,
pima,FastForest,5,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 6}",0.7403,0.6893,0.3107,0.7324,0.7963,0.5145,0.64,0.33,,,
pima,RandomForest,5,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.7403,0.6893,0.3107,0.7324,0.7844,0.5145,19.31,0.99,,,
pima,FastForest,6,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.7013,0.6252,0.3748,0.6875,0.8026,0.4523,1.23,0.44,,,
pima,RandomForest,6,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.7273,0.6537,0.3463,0.7201,0.7678,0.4879,12.73,0.97,,,
pima,FastForest,7,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.7792,0.7022,0.2978,0.7953,0.8804,0.5758,1.12,0.37,,,
pima,RandomForest,7,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.7792,0.7278,0.2722,0.7756,0.8515,0.5725,13.09,0.97,,,
pima,FastForest,8,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.7662,0.7348,0.2652,0.7629,0.8496,0.5579999999999999,3.16,1.08,,,
pima,RandomForest,8,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': False}",0.7013,0.6848,0.3152,0.7099,0.7478,0.4867,9.51,0.63,,,
pima,FastForest,9,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.7368,0.6523,0.3477,0.7325,0.785,0.4853,3.05,1.11,,,
pima,RandomForest,9,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.7105,0.6877,0.3123,0.7163,0.7631,0.4832,7.29,0.43,,,
pima,FastForest,10,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.7895,0.7385,0.2615,0.7852,0.8392,0.5774,3.13,1.07,,,
pima,RandomForest,10,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.75,0.7362,0.2638,0.7583,0.8454,0.535,7.7,0.39,,,
pittsburg-bridges-MATERIAL,FastForest,1,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 3}",0.9091,0.6667,0.1111,0.8283,0.9318,0.7175,0.46,0.85,,,
pittsburg-bridges-MATERIAL,RandomForest,1,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.9091,0.6667,0.1111,0.8283,0.8727,0.6638,0.15,0.36,,,
pittsburg-bridges-MATERIAL,FastForest,2,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 3}",0.9091,0.6667,0.1111,0.8283,0.7924,0.7778,0.18,0.4,,,
pittsburg-bridges-MATERIAL,RandomForest,2,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.9091,0.6667,0.1111,0.8283,0.9606,0.8287,0.38,0.7,,,
pittsburg-bridges-MATERIAL,FastForest,3,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 3}",0.8182,0.5,0.2222,0.7636,0.9808,0.655,0.06,0.18,,,
pittsburg-bridges-MATERIAL,RandomForest,3,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.8182,0.5,0.2222,0.7636,0.6338,0.8636,0.22,0.38,,,
pittsburg-bridges-MATERIAL,FastForest,4,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 3}",0.8182,0.5,0.1481,0.7374,0.9419,0.4979,0.06,0.18,,,
pittsburg-bridges-MATERIAL,RandomForest,4,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.8182,0.5,0.1481,0.7374,0.7071,0.634,0.16,0.42,,,
pittsburg-bridges-MATERIAL,FastForest,5,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 3}",0.9091,0.8333,0.1111,0.9192,0.9596,0.7731,0.16,0.43,,,
pittsburg-bridges-MATERIAL,RandomForest,5,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': True}",0.8182,0.5,0.1481,0.7374,0.9596,0.912,0.47,1.12,,,
pittsburg-bridges-MATERIAL,FastForest,6,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 3}",0.9091,0.6667,0.037000000000000005,0.8485,0.9904,0.7222,0.18,0.4,,,
pittsburg-bridges-MATERIAL,RandomForest,6,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.9091,0.6667,0.037000000000000005,0.8485,0.9904,0.7222,0.1,0.46,,,
pittsburg-bridges-MATERIAL,FastForest,7,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 3}",0.8,0.6667,0.2222,0.6444,0.7917,0.7229,0.49,1.01,,,
pittsburg-bridges-MATERIAL,RandomForest,7,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': True}",0.8,0.6667,0.2222,0.6444,0.6125,0.6303,0.07,0.1,,,
pittsburg-bridges-MATERIAL,FastForest,8,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 3}",0.9,0.6667,0.037000000000000005,0.85,1.0,0.7778,0.06,0.19,,,
pittsburg-bridges-MATERIAL,RandomForest,8,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.9,0.6667,0.037000000000000005,0.85,0.9778,0.6667,0.17,0.47,,,
pittsburg-bridges-MATERIAL,FastForest,9,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 3}",0.9,0.6667,0.1667,0.8111,0.775,0.6916,0.18,0.4,,,
pittsburg-bridges-MATERIAL,RandomForest,9,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.9,0.6667,0.1667,0.8111,0.8167,0.6782,0.14,0.45,,,
pittsburg-bridges-MATERIAL,FastForest,10,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 3}",0.9,0.6667,0.037000000000000005,0.85,1.0,0.7778,0.45,0.95,,,
pittsburg-bridges-MATERIAL,RandomForest,10,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': True}",0.9,0.6667,0.037000000000000005,0.85,0.9778,1.0,0.04,0.24,,,
pittsburg-bridges-REL-L,FastForest,1,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 3}",0.6364,0.4167,0.2667,0.6909,0.7468,0.5081,0.52,1.04,,,
pittsburg-bridges-REL-L,RandomForest,1,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': True}",0.5455,0.3611,0.3143,0.4848,0.6422,0.3862,0.07,0.17,,,
pittsburg-bridges-REL-L,FastForest,2,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 3}",0.6364,0.4444,0.2476,0.5833,0.7448,0.6624,0.06,0.09,,,
pittsburg-bridges-REL-L,RandomForest,2,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': False}",0.7273,0.5,0.2,0.7273,0.7448,0.5489999999999999,0.09,0.18,,,
pittsburg-bridges-REL-L,FastForest,3,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 6}",0.8182,0.5833,0.1333,0.7727,0.9545,0.7472,0.77,1.06,,,
pittsburg-bridges-REL-L,RandomForest,3,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.8182,0.5833,0.1333,0.7727,0.8636,0.48700000000000004,0.16,0.23,,,
pittsburg-bridges-REL-L,FastForest,4,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 3}",0.9,0.6667,0.0667,0.8167,0.98,0.981,0.19,0.5,,,
pittsburg-bridges-REL-L,RandomForest,4,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.5,0.35,0.3222,0.45,0.63,0.8329,0.22,0.5,,,
pittsburg-bridges-REL-L,FastForest,5,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 3}",0.7,0.5,0.2,0.7125,0.6422,0.645,0.06,0.19,,,
pittsburg-bridges-REL-L,RandomForest,5,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.6,0.4167,0.2667,0.6778,0.8506,0.6074,0.05,0.18,,,
pittsburg-bridges-REL-L,FastForest,6,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 3}",0.7,0.5556,0.2,0.6125,0.6871,0.6561,0.07,0.18,,,
pittsburg-bridges-REL-L,RandomForest,6,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': False}",0.6,0.4444,0.2667,0.5778,0.7489,0.6021,0.22,0.32,,,
pittsburg-bridges-REL-L,FastForest,7,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 3}",0.6,0.4444,0.2667,0.5778,0.7602,0.5944,0.2,0.45,,,
pittsburg-bridges-REL-L,RandomForest,7,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.6,0.4444,0.2667,0.5778,0.6125,0.5563,0.07,0.18,,,
pittsburg-bridges-REL-L,FastForest,8,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 3}",0.8,0.6667,0.1333,0.6571,0.9225,0.92,0.5,1.14,,,
pittsburg-bridges-REL-L,RandomForest,8,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.5,0.3333,0.3333,0.25,0.9712,0.8421,0.06,0.19,,,
pittsburg-bridges-REL-L,FastForest,9,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 3}",0.6,0.5333,0.2095,0.525,0.7723,0.6394,0.19,0.52,,,
pittsburg-bridges-REL-L,RandomForest,9,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.4,0.3111,0.3619,0.3143,0.5212,0.3334,0.11,0.27,,,
pittsburg-bridges-REL-L,FastForest,10,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 3}",0.8,0.6667,0.1333,0.6571,0.7125,0.6432,0.52,1.06,,,
pittsburg-bridges-REL-L,RandomForest,10,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': True}",0.5,0.3333,0.3333,0.25,0.5696,0.5593,0.04,0.18,,,
pittsburg-bridges-SPAN,FastForest,1,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 3}",0.5,0.4444,0.2778,0.4778,0.8226,0.8606,0.49,1.1,,,
pittsburg-bridges-SPAN,RandomForest,1,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.6,0.6389,0.1905,0.8286,0.6857,0.7241,0.04,0.21,,,
pittsburg-bridges-SPAN,FastForest,2,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 3}",0.4,0.4167,0.3016,0.2833,0.6667,0.7111,0.06,0.25,,,
pittsburg-bridges-SPAN,RandomForest,2,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': True}",0.5,0.5556,0.24600000000000002,0.35,0.7655,0.7041,0.57,1.2,,,
pittsburg-bridges-SPAN,FastForest,3,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 3}",0.6667,0.5,0.25,0.5694,0.8413,0.6417,0.17,0.46,,,
pittsburg-bridges-SPAN,RandomForest,3,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.4444,0.3667,0.3095,0.3889,0.6349,0.6458,0.44,1.15,,,
pittsburg-bridges-SPAN,FastForest,4,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 6}",0.6667,0.5,0.25,0.5694,0.8393,0.5583,0.12,0.28,,,
pittsburg-bridges-SPAN,RandomForest,4,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': False}",0.6667,0.6,0.1786,0.5556,0.8155,0.5681,0.31,0.54,,,
pittsburg-bridges-SPAN,FastForest,5,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.6667,0.5,0.25,0.5694,0.7222,0.9194,0.53,0.83,,,
pittsburg-bridges-SPAN,RandomForest,5,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.5556,0.4333,0.2619,0.4444,0.7044,0.8071,0.41,1.09,,,
pittsburg-bridges-SPAN,FastForest,6,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 3}",0.7778,0.6667,0.131,0.7963,0.877,0.8206,0.06,0.23,,,
pittsburg-bridges-SPAN,RandomForest,6,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.6667,0.7,0.1429,0.8667,0.9087,0.6976,0.05,0.09,,,
pittsburg-bridges-SPAN,FastForest,7,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 3}",0.6667,0.7,0.1786,0.75,0.8234,0.8478,0.2,0.55,,,
pittsburg-bridges-SPAN,RandomForest,7,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.6667,0.7,0.1786,0.75,0.8512,0.9619,0.39,1.28,,,
pittsburg-bridges-SPAN,FastForest,8,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 6}",0.6667,0.5,0.2143,0.5079,0.7183,0.5361,0.11,0.14,,,
pittsburg-bridges-SPAN,RandomForest,8,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.5556,0.4333,0.2976,0.4286,0.5516,0.5956,0.08,0.24,,,
pittsburg-bridges-SPAN,FastForest,9,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 3}",0.5556,0.3333,0.3333,0.3086,0.6925,0.7432,0.48,1.01,,,
pittsburg-bridges-SPAN,RandomForest,9,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.4444,0.3667,0.3452,0.3519,0.6964,0.7706,0.53,1.33,,,
pittsburg-bridges-SPAN,FastForest,10,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 12}",0.8889,0.8333,0.0833,0.9074,0.8274,0.7624,0.16,0.34,,,
pittsburg-bridges-SPAN,RandomForest,10,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.7778,0.6667,0.1667,0.8413,0.7440000000000001,0.7083,0.14,0.5,,,
pittsburg-bridges-T-OR-D_R,FastForest,1,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 6}",0.7273,0.4444,0.5556,0.6545,0.8889,0.1818,0.09,0.25,,,
pittsburg-bridges-T-OR-D_R,RandomForest,1,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.9091,0.9444,0.0556,0.9394,0.9444,0.6667,0.12,0.26,,,
pittsburg-bridges-T-OR-D_R,FastForest,2,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.6364,0.3889,0.6111,0.6364,0.5556,0.1818,0.4,0.65,,,
